customerid,lastname,firstname,areacode,area,birthday,age,sex,totalprice,lastorderdate
K1842011,ハヤキ,ナノウウ,14,神奈川県,1966/7/1,55,1,45400,2020/4/18
Z1842132,ケフ,ノウン,37,香川県,1935/9/20,86,1,41200,2020/12/9
M1842267,ノキホ,ムタクニ,8,茨城県,1932/3/6,89,2,16200,2020/8/16
Q1842383,シソンユ,キシヲ,42,長崎県,1931/9/2,90,1,33559,2021/9/22
N1842458,カヌヨコ,フヤ,42,長崎県,1974/8/22,47,1,43199,2021/7/22
X1842511,フサケ,チマヌタ,16,富山県,1957/6/16,64,2,25030,2021/6/27
O1842634,オモ,エヘヲカ,42,長崎県,1989/12/5,31,2,28957,2020/5/25
I1842713,チクケ,ユテクケ,2,青森県,1956/2/8,65,1,27495,2021/4/23
T1842845,キムフ,ノンアキ,32,島根県,1941/5/29,80,1,54600,2021/4/27
H1842942,アトヲ,ハタヨケ,37,香川県,1955/1/25,66,2,21400,2020/1/6
Z1843014,ンカクキ,ヤヤコニ,14,神奈川県,1932/11/1,89,2,27800,2021/10/17
G1843167,ミメ,キク,18,福井県,1935/8/9,86,2,100532,2021/5/22
A1843270,ヌケ,ソユ,47,沖縄県,1932/6/12,89,2,62036,2021/6/2
U1843320,ワホメヘ,コテユキ,33,岡山県,1941/5/31,80,1,56300,2021/5/17
B1843456,ヒク,エチア,47,沖縄県,1950/4/23,71,1,30300,2020/10/1
T1843586,ユシチ,マヤ,22,静岡県,1993/10/30,28,2,27600,2020/11/23
M1843633,シチ,セウイ,37,香川県,1921/12/15,99,2,28000,2019/12/19
E1843768,ヒタ,クホウフ,36,徳島県,1960/8/31,61,2,59721,2021/10/19
B1843879,マステメ,ワコ,6,山形県,1939/10/16,82,1,18962,2020/7/2
K1843917,ノフンヨ,アキア,26,京都府,1944/4/5,77,2,5200,2021/4/30
J1844087,オケコ,ワヒメヲ,27,大阪府,1923/6/28,98,2,1586,2021/3/15
D1844120,タシヨハ,ホモム,28,兵庫県,1940/2/25,81,2,34900,2021/6/1
K1844228,エシワ,ケヒ,28,兵庫県,1939/2/6,82,2,36600,2021/2/25
C1844348,ヨオヌ,ウカ,21,岐阜県,1997/7/10,24,2,18700,2019/8/30
V1844425,サエキ,セヨキ,41,佐賀県,1973/2/10,48,2,1127,2021/1/5
Z1844583,ナントネ,ホセニツ,43,熊本県,1926/10/8,95,2,31201,2021/6/15
M1844686,ヌナ,ヲワナケ,12,千葉県,1955/11/18,65,2,64000,2021/9/19
G1844799,モトタヤ,カウ,28,兵庫県,1983/6/23,38,2,22001,2021/7/29
T1844831,ウウノツ,ユチ,41,佐賀県,1968/5/29,53,2,42000,2021/9/12
J1844971,トソ,マキヒチ,19,山梨県,1962/3/10,59,1,42400,2020/10/26
Q1845094,トヨセイ,サクヲ,23,愛知県,1925/12/29,95,1,20084,2021/3/8
Z1845176,タワ,モソネ,11,埼玉県,1934/10/28,87,1,74600,2020/8/18
J1845231,キクアセ,キユヲ,28,兵庫県,1985/12/9,35,2,10200,2020/11/16
L1845365,ニキタ,ヌム,29,奈良県,1947/12/3,73,1,26462,2021/8/11
J1845454,シサホ,クカテフ,13,東京都,1956/2/8,65,1,57089,2021/4/18
K1845556,イホチハ,シホナミ,17,石川県,1965/11/22,55,1,30548,2020/9/14
R1845684,ソアト,クユ,40,福岡県,1966/1/8,55,2,28224,2020/12/23
E1845799,スンケフ,シヲワメ,40,福岡県,1940/3/19,81,1,27401,2021/10/17
B1845825,ソキ,ヒシ,6,山形県,1932/12/24,88,1,20580,2021/9/2
H1845993,ウソ,トスワス,43,熊本県,1976/9/9,45,1,77407,2021/6/16
V1846057,ヘチ,メアヘア,36,徳島県,1963/11/26,57,1,35831,2021/9/29
Q1846157,チノス,モヒハヒ,5,秋田県,1952/10/7,69,2,50557,2021/10/26
G1846288,テヲム,ノニチク,18,福井県,1942/9/4,79,2,37000,2019/12/9
K1846380,オニキト,クウソ,12,千葉県,1980/3/20,41,2,5821,2020/10/4
Y1846463,ミウミキ,シノワ,29,奈良県,1959/5/9,62,1,723,2019/9/28
N1846559,スイ,ケワ,12,千葉県,1966/12/3,54,1,47024,2020/8/16
S1846657,オナチア,ヨンヌ,38,愛媛県,2001/9/18,20,1,1859,2020/11/1
C1846779,ネミタ,ミンニイ,7,福島県,1936/7/23,85,2,49734,2020/4/2
L1846813,ウノ,マシク,44,大分県,1956/9/12,65,2,19100,2020/6/20
N1846958,キタフシ,タマ,45,宮崎県,1932/12/30,88,2,22300,2020/5/6
C1847057,カオ,ニニ,21,岐阜県,1996/10/30,25,1,36776,2021/10/26
C1847193,エサ,ミコ,33,岡山県,1926/6/17,95,2,114224,2021/10/27
S1847223,ヤカテケ,ニワ,16,富山県,1963/1/1,58,2,37500,2021/6/22
R1847356,ヲヲネソ,キオネ,36,徳島県,1948/2/14,73,2,49843,2020/9/22
M1847479,ネンキ,ツオオマ,27,大阪府,2001/1/28,20,2,72671,2021/7/1
W1847596,ヒマワ,エフニ,3,岩手県,1943/3/19,78,2,28000,2020/7/16
F1847616,ネク,フオニメ,44,大分県,1954/9/10,67,2,19100,2020/2/4
T1847765,マツトシ,ヒハホ,42,長崎県,1952/6/15,69,2,33000,2021/7/8
Q1847838,ヤモヌ,ニミ,17,石川県,1930/2/8,91,2,79860,2021/4/4
J1847918,スソム,ンムマケ,26,京都府,1940/11/29,80,1,2430,2020/3/7
I1848036,ツサ,メサタタ,27,大阪府,1932/7/3,89,1,29400,2019/10/22
C1848163,ソケハヒ,タヘス,23,愛知県,1965/1/19,56,1,34600,2021/6/7
B1848222,ケシキス,ケムワン,24,三重県,1936/11/3,85,1,87588,2021/3/29
Y1848367,カク,ニナミ,9,栃木県,1982/11/30,38,2,38506,2020/12/19
I1848472,テイヨサ,メス,19,山梨県,1940/2/26,81,1,57000,2021/1/24
R1848519,イミワ,タヨア,2,青森県,1942/4/23,79,1,26200,2021/2/9
S1848663,メマ,ケカシ,42,長崎県,1950/8/26,71,1,18221,2021/5/22
L1848776,ナクセヒ,メソ,13,東京都,1983/2/10,38,1,3474,2021/4/17
S1848870,クヨナネ,アヌオ,38,愛媛県,1978/6/20,43,1,29900,2019/12/16
T1848965,チニメ,オソスネ,1,北海道,1945/9/19,76,1,45300,2021/6/17
V1849060,ムヒ,ノホハ,38,愛媛県,1960/10/16,61,2,56500,2020/8/3
Z1849128,ンシ,ネクン,12,千葉県,1992/1/16,29,2,56300,2020/5/29
X1849295,ワワ,ミツモノ,2,青森県,1956/9/13,65,2,28900,2021/4/10
G1849313,ナエ,エヲケ,2,青森県,1954/11/3,67,1,57468,2021/7/10
R1849475,ケヒ,スモクユ,11,埼玉県,1952/12/5,68,2,108300,2021/3/23
O1849560,ニマハ,ヒオ,5,秋田県,1975/10/1,46,1,83000,2021/8/13
S1849654,キツアフ,マオヤ,12,千葉県,1929/1/1,92,1,24800,2019/11/12
Z1849726,ヘセヤヨ,ソネ,15,新潟県,1966/2/6,55,2,84500,2021/4/16
A1849870,ヌツタ,ユノマ,25,滋賀県,1977/10/2,44,2,25318,2021/2/2
X1849921,メチメ,セフ,30,和歌山県,1998/1/28,23,2,49934,2021/6/14
Y1850095,ヒトアユ,ミユ,32,島根県,1924/11/5,96,2,132200,2021/3/1
L1850132,クイ,テモウ,42,長崎県,1924/4/19,97,2,27000,2020/5/20
E1850246,チタホヤ,モイ,43,熊本県,1989/12/5,31,1,13600,2020/5/19
O1850327,ミタオツ,チセクワ,31,鳥取県,1933/5/23,88,2,35700,2020/1/14
H1850472,ツヒ,ノイモ,15,新潟県,1975/10/25,46,2,20300,2020/5/14
Z1850531,シモナヘ,セウ,26,京都府,2006/1/24,15,1,13200,2020/3/10
L1850639,マミサニ,ソサ,26,京都府,1922/2/21,99,2,27300,2021/2/2
K1850784,シクユキ,ムワヤ,16,富山県,1997/7/11,24,1,56900,2021/2/15
C1850891,トキフケ,ヌヌ,10,群馬県,1939/3/7,82,1,61242,2020/9/1
D1850999,クネミ,スハタ,13,東京都,1945/1/28,76,1,44822,2021/6/2
L1851079,ノセネマ,キコ,28,兵庫県,1997/9/12,24,2,40900,2020/10/13
Q1851183,スサヌ,フン,35,山口県,1975/3/4,46,2,19500,2020/6/16
P1851280,ハンモウ,フネ,14,神奈川県,1981/5/28,40,2,1300,2021/9/14
T1851317,チテキ,ワヲハヌ,8,茨城県,1987/9/23,34,1,16166,2021/10/16
W1851464,ハミク,コフカ,26,京都府,1986/9/28,35,2,15900,2021/1/5
B1851536,ワユメヒ,ヘセ,4,宮城県,1968/11/21,52,1,44156,2020/10/16
G1851643,セミヒヘ,スソハヒ,29,奈良県,1997/6/13,24,2,46184,2021/8/30
G1851747,ソツトカ,スニ,19,山梨県,1933/5/13,88,1,46800,2020/12/13
B1851835,ムモ,ヨキソケ,35,山口県,2002/2/28,19,2,59214,2020/10/7
Y1851958,ヲフセ,ウケソヲ,20,長野県,1989/12/1,31,1,46000,2021/1/14
X1852032,ソン,テママ,44,大分県,1993/8/19,28,1,28900,2021/3/18
S1852115,ヲオサヨ,オスチ,29,奈良県,1960/10/12,61,2,52900,2020/12/28
M1852224,ネテケシ,ツヘヤシ,5,秋田県,1928/5/2,93,1,54400,2021/7/5
D1852398,ノニン,テカヒム,42,長崎県,1948/10/22,73,1,3188,2020/10/14
N1852430,ソチ,ユニケネ,1,北海道,2000/1/7,21,2,23800,2019/8/24
J1852543,ツソユ,マサヨ,45,宮崎県,1989/12/13,31,2,83100,2021/7/5
X1852680,クヲ,ヌケ,30,和歌山県,1941/11/28,79,2,42200,2020/3/25
X1852718,サケミヘ,ンク,20,長野県,1935/4/25,86,2,36600,2021/3/16
Y1852853,シタツヨ,スホワ,44,大分県,1926/8/2,95,1,62800,2021/10/24
A1852932,ヒマト,オミノモ,16,富山県,1958/10/22,63,1,908,2019/7/28
S1853063,ヨスムミ,チカスク,12,千葉県,2005/10/31,16,2,29423,2021/5/11
Y1853126,ワア,キホ,46,鹿児島県,1942/7/28,79,2,33303,2021/3/11
K1853279,タチコ,ワネシ,15,新潟県,2000/9/25,21,1,86800,2020/11/25
J1853360,タユヌチ,ヘアクカ,3,岩手県,1956/10/3,65,2,27500,2020/9/23
Q1853469,クス,ノモノ,28,兵庫県,2002/3/26,19,1,22800,2020/9/30
O1853524,ネハ,ワヌカ,6,山形県,1953/4/11,68,2,3300,2019/9/11
H1853675,ウスタマ,ネツ,17,石川県,1991/11/25,29,2,18492,2021/1/1
M1853755,ヘムスヒ,ナモケハ,40,福岡県,1927/10/8,94,1,34100,2021/8/7
Z1853816,ナウナ,ワユヲセ,14,神奈川県,1938/12/18,82,2,40700,2020/8/8
Y1853922,サコ,ヤシ,46,鹿児島県,1997/3/14,24,1,74900,2021/2/2
F1854054,ヘモシミ,ナマヒヨ,32,島根県,1961/12/6,59,1,8200,2020/8/17
F1854168,ヨク,フメウト,17,石川県,1956/5/13,65,2,61200,2021/10/16
M1854286,ホソ,ホシヲセ,37,香川県,1942/3/1,79,2,74200,2021/10/24
Z1854365,ホケヌヲ,ノア,28,兵庫県,1929/1/17,92,2,25307,2020/7/7
U1854433,サユ,ムナヌ,26,京都府,2001/11/3,20,1,16183,2019/7/8
O1854587,モシヘキ,キンヌ,45,宮崎県,1983/8/31,38,1,30862,2021/7/13
Q1854626,スエマ,トフタ,35,山口県,1930/3/8,91,1,14342,2021/8/25
W1854792,クン,ヲホノ,25,滋賀県,1951/12/7,69,2,22100,2021/9/29
P1854866,ウノ,ンヌヘ,18,福井県,1941/5/23,80,1,33300,2021/3/6
K1854955,ワキヨ,ヨユソ,10,群馬県,1925/2/12,96,1,33400,2020/10/30
X1855042,テツ,ホイ,22,静岡県,1992/3/29,29,1,11036,2021/8/18
I1855180,ヨト,スヒテ,43,熊本県,1963/4/4,58,2,44800,2021/5/8
Q1855289,ネスケテ,オモ,11,埼玉県,1938/8/19,83,1,63400,2021/10/11
V1855395,ヨノカ,ナヌ,28,兵庫県,1954/6/24,67,1,29900,2019/6/20
V1855415,ツマヘ,ケマ,26,京都府,1977/5/20,44,2,35700,2021/2/9
E1855544,ヘサ,メマムン,44,大分県,1984/4/25,37,1,57100,2020/10/23
W1855686,ンウコ,サミメ,2,青森県,1993/3/6,28,1,46395,2021/10/15
Q1855780,オワタス,オウ,26,京都府,1930/4/2,91,2,59000,2021/8/2
D1855852,コホムヌ,キムノコ,15,新潟県,1941/7/4,80,2,59600,2021/3/29
B1855970,シエイセ,ヘケテネ,39,高知県,1961/8/9,60,2,96390,2021/9/27
I1856032,ケヌサワ,トミシト,42,長崎県,1973/9/5,48,2,12200,2021/6/11
V1856159,フウコメ,コテクコ,6,山形県,1951/7/5,70,1,67668,2020/11/19
Q1856264,テキク,ワヒネヘ,17,石川県,1987/2/20,34,1,128700,2021/10/19
D1856337,セマ,ヘイツ,45,宮崎県,1944/8/30,77,1,22700,2020/6/28
N1856452,シノハ,エオワチ,39,高知県,2004/1/10,17,1,45100,2021/8/11
X1856555,ホハケア,メナ,38,愛媛県,1985/5/15,36,2,41300,2021/3/13
T1856643,ササ,チタン,27,大阪府,1977/4/14,44,2,1868,2019/2/18
W1856773,モオヲ,ヌチ,2,青森県,1995/2/11,26,2,28300,2021/8/8
H1856884,サニヒ,ヲマウ,40,福岡県,1925/12/30,95,1,49800,2021/8/2
G1856928,ントキホ,ナネハ,14,神奈川県,1993/10/10,28,2,66300,2021/7/17
H1857057,ヒタユ,ミヲ,3,岩手県,2004/7/7,17,2,4493,2021/5/3
U1857185,シコヨサ,サメ,27,大阪府,1964/8/7,57,1,66000,2019/9/3
I1857277,ワヨヲ,ユムサキ,14,神奈川県,1958/9/14,63,1,44800,2021/1/29
N1857366,ヲミカア,スセホ,2,青森県,1977/9/6,44,2,63300,2021/2/14
Q1857435,ヲト,ユス,14,神奈川県,1965/2/7,56,2,30600,2019/6/24
Z1857571,オン,エネ,44,大分県,1995/1/1,26,1,88800,2021/6/11
W1857696,セチ,キスソ,28,兵庫県,1946/7/26,75,1,6500,2021/1/15
C1857730,ノアキ,ネヘオ,28,兵庫県,1972/8/25,49,2,35400,2020/12/28
V1857820,オツ,ユソモ,3,岩手県,1954/7/7,67,1,90587,2021/4/28
B1857938,チソヘワ,オネヘサ,35,山口県,1997/9/10,24,1,8800,2021/4/23
J1858079,コヘ,モヤク,7,福島県,1962/9/17,59,2,71200,2021/7/14
A1858153,ニハオキ,ネヨタモ,34,広島県,1928/7/31,93,1,29708,2021/10/5
M1858232,ホニア,メメアオ,34,広島県,1983/4/9,38,2,30000,2021/8/11
U1858380,ノヒヌ,ケネウタ,40,福岡県,1950/4/10,71,1,3500,2021/5/13
E1858448,ハニ,ノホモ,3,岩手県,1974/4/9,47,1,56261,2021/7/14
M1858536,ノサユ,サニ,26,京都府,1991/3/12,30,1,46200,2019/8/21
L1858688,ユト,ヒヲセヌ,39,高知県,1998/3/22,23,1,57800,2021/9/15
C1858746,ホンセ,エハヒヲ,34,広島県,1995/5/28,26,1,34978,2021/10/24
C1858870,エナヨマ,ナヲ,26,京都府,1933/3/15,88,2,20500,2021/10/11
U1858962,フカム,メヌシイ,34,広島県,1951/3/25,70,1,81000,2020/12/10
V1859043,ケネ,ヘカ,5,秋田県,1927/8/29,94,2,62700,2021/7/18
B1859129,ツヒソト,クスヘヲ,23,愛知県,2002/4/2,19,1,35800,2020/5/27
W1859218,ミソ,ニヨフテ,19,山梨県,1964/3/16,57,1,69762,2021/9/11
J1859317,メソモミ,ネシ,39,高知県,1957/3/5,64,1,71100,2020/6/12
S1859494,オウヌ,ミサ,14,神奈川県,1925/10/21,96,1,34800,2021/6/24
T1859555,イタワン,マヲケセ,4,宮城県,1940/8/8,81,1,31100,2020/12/13
K1859640,セノンヲ,ハセ,30,和歌山県,1967/3/23,54,2,56300,2021/8/10
X1859759,チヲ,ナセセ,13,東京都,1939/1/11,82,2,57600,2020/12/22
U1859867,ツイセ,サシアテ,20,長野県,1988/4/24,33,1,75500,2021/6/3
K1859982,ウウタク,ツネナノ,24,三重県,2004/5/16,17,1,30200,2020/9/7
I1860039,ヒツニヨ,ママチク,2,青森県,1925/9/5,96,1,59168,2021/7/7
H1860118,ユイ,ナケアタ,5,秋田県,1970/2/21,51,2,20000,2019/4/22
U1860277,トモ,オクア,1,北海道,1988/5/9,33,2,15000,2020/6/3
X1860342,ノヌサ,ソクチト,36,徳島県,1934/1/13,87,2,6906,2020/10/17
V1860433,クアセ,ユコク,41,佐賀県,1973/10/6,48,2,21362,2020/11/1
E1860582,アナウ,イチニ,41,佐賀県,2003/11/16,17,2,14987,2021/7/23
K1860678,メア,フニウア,13,東京都,1951/9/24,70,1,43973,2021/6/29
X1860722,トサ,ナケ,24,三重県,1929/7/6,92,2,36736,2021/2/4
N1860876,ネヤ,ハソカマ,22,静岡県,1951/8/14,70,2,62221,2021/6/10
B1860979,フメワヲ,カヘユ,22,静岡県,1987/8/19,34,1,39127,2021/2/18
P1861037,フムナセ,オハシチ,8,茨城県,1994/11/20,26,1,16918,2021/10/30
L1861118,ホケモ,イトミ,47,沖縄県,1923/6/5,98,1,54784,2021/5/14
J1861277,ヤノケ,タサイ,44,大分県,1957/5/31,64,2,21500,2020/11/8
O1861323,フヲ,テモユタ,29,奈良県,1968/5/16,53,2,53700,2021/9/19
F1861419,ツタテノ,ユソナト,36,徳島県,1974/5/10,47,2,59603,2021/8/22
M1861596,モヨンフ,セヌネ,44,大分県,2004/2/16,17,2,34200,2021/10/10
B1861642,クミユ,ウメ,34,広島県,1969/7/17,52,1,58671,2021/10/15
R1861773,キム,ワチヨ,6,山形県,1946/4/26,75,2,30470,2021/3/1
U1861823,ワヘウ,ソヒ,7,福島県,1934/4/15,87,1,24927,2020/10/12
H1861966,エワ,エカ,44,大分県,1954/2/21,67,1,31100,2020/11/26
Y1862094,トモフメ,イシホ,2,青森県,1935/9/15,86,1,37000,2021/10/15
E1862166,ワワ,ヨヨ,22,静岡県,1987/9/3,34,1,48200,2020/10/6
X1862281,ムモウ,セノ,16,富山県,1998/4/17,23,2,28100,2020/8/15
Q1862314,メハ,タミメ,29,奈良県,1923/12/7,97,2,61964,2021/8/7
R1862488,メヌ,トツ,18,福井県,1977/8/25,44,1,38520,2021/8/18
X1862547,ヨヨ,サエ,37,香川県,1978/10/29,43,1,30568,2021/5/20
L1862689,ハコ,サカコム,26,京都府,1965/11/10,55,1,54721,2021/10/16
I1862768,ソケ,イミウハ,19,山梨県,1991/4/25,30,1,18707,2021/4/8
B1862882,ヌノコ,ツツタ,35,山口県,1978/6/26,43,2,26800,2020/9/25
G1862971,ソトニマ,モコ,16,富山県,1991/2/20,30,1,29100,2021/7/27
K1863062,マチク,ヤエ,20,長野県,1989/11/21,31,1,74814,2020/12/16
J1863154,モヌト,モノヒ,45,宮崎県,1993/2/25,28,2,87541,2021/8/26
G1863272,ニテ,セヘ,30,和歌山県,1980/5/27,41,2,12300,2021/10/22
F1863385,ケネ,スモトユ,10,群馬県,1929/12/23,91,2,84400,2021/10/30
Y1863488,ハノ,ネサナコ,7,福島県,1922/7/26,99,1,33700,2020/1/17
D1863536,クマシ,ニス,12,千葉県,1953/3/2,68,1,10800,2019/5/12
Q1863669,チヒノエ,アイタ,34,広島県,1969/6/3,52,1,8056,2019/12/30
Q1863741,ユヤネ,ウセオカ,47,沖縄県,1961/11/2,60,1,34656,2021/4/19
M1863830,ンス,ムエコツ,28,兵庫県,1962/6/14,59,2,14212,2021/2/19
Q1863924,ツホ,ニヘ,9,栃木県,1996/8/23,25,2,55300,2021/7/29
Q1864097,タヌヌ,フヌ,23,愛知県,1966/11/30,54,2,37600,2021/5/28
L1864130,ミシ,ワヲ,44,大分県,1955/3/23,66,1,73058,2021/6/4
B1864246,ヨニン,ネセキ,24,三重県,1934/12/29,86,1,32872,2021/2/4
M1864369,ハキソ,ニニオ,36,徳島県,2005/7/23,16,1,33100,2021/1/31
B1864491,ナキヲ,ネエオ,7,福島県,2000/10/2,21,2,29500,2021/8/1
M1864599,サナミオ,マホ,6,山形県,1945/3/13,76,1,43700,2021/10/9
Z1864614,ワフスハ,ニヘ,6,山形県,1942/1/7,79,2,42977,2021/9/24
M1864756,ツオ,チネソ,45,宮崎県,1992/3/12,29,2,46740,2021/6/3
G1864883,テウシヘ,コツソシ,25,滋賀県,2005/2/28,16,2,60595,2021/7/1
A1864989,トソフ,ヌヒヲ,20,長野県,1976/2/18,45,1,14607,2021/6/30
J1865023,ミヘカ,スヒマタ,18,福井県,1955/1/1,66,1,22000,2021/4/15
K1865188,ワチキネ,ナマミ,38,愛媛県,1974/1/16,47,2,79971,2020/9/26
G1865281,ヲミノ,ネヤ,34,広島県,1958/3/3,63,2,104800,2021/9/24
K1865397,ツト,ナニマ,32,島根県,1924/4/19,97,1,81321,2021/11/2
I1865433,トツ,ユタ,14,神奈川県,1983/11/21,37,2,47700,2021/1/18
U1865512,マミン,モセヒ,22,静岡県,1949/2/4,72,1,42100,2019/8/14
W1865666,セト,ソイン,40,福岡県,1980/3/22,41,1,31195,2021/7/10
W1865780,フンユ,ツノ,12,千葉県,1984/7/11,37,1,44061,2021/6/26
B1865812,ナシ,ホスイモ,37,香川県,1997/1/12,24,2,133300,2021/2/7
F1865910,ヤネノ,ネハ,21,岐阜県,1980/12/10,40,1,58400,2021/6/3
C1866034,エニカ,ネソ,35,山口県,1974/5/30,47,1,31800,2021/6/15
Y1866146,ソシシ,ヨキア,14,神奈川県,1921/12/8,99,2,37200,2020/3/19
W1866281,ケテヒ,メミモワ,26,京都府,1923/7/26,98,2,103900,2021/10/29
L1866388,ニサ,ミソウエ,37,香川県,1925/2/4,96,2,20905,2021/7/30
R1866479,テア,ハタハ,16,富山県,1957/9/4,64,2,68000,2021/8/10
E1866558,ユナカヤ,ツヒ,15,新潟県,1991/4/21,30,1,35900,2021/2/4
F1866690,ヒト,クセミ,24,三重県,1998/11/12,22,2,49700,2021/6/17
Q1866772,ンヲオ,ミウ,9,栃木県,1983/10/10,38,1,46200,2021/2/12
N1866888,ネオマ,ケサユヲ,15,新潟県,1932/11/3,89,1,53827,2021/6/28
G1866933,クイ,メカ,27,大阪府,1925/9/22,96,1,17200,2020/6/8
X1867030,トユキマ,チアト,20,長野県,1927/9/23,94,1,36800,2021/9/8
K1867179,オクワ,ムノ,25,滋賀県,1925/9/23,96,1,24970,2021/7/23
F1867257,タコ,ホワ,42,長崎県,1971/2/12,50,2,22085,2021/2/2
O1867343,ヌフノノ,ツミ,43,熊本県,1942/5/16,79,2,42200,2021/10/4
I1867474,ヒフ,サタセ,14,神奈川県,1950/11/28,70,2,20700,2021/7/29
L1867561,ハエ,アネミホ,37,香川県,1968/10/18,53,1,2675,2021/10/18
W1867659,ムムン,フテス,47,沖縄県,1929/4/20,92,2,39222,2020/6/20
T1867789,トホケタ,トサソケ,46,鹿児島県,1962/11/30,58,1,12000,2020/6/25
M1867853,メケシ,オヌ,17,石川県,1979/12/3,41,2,22100,2021/3/10
P1867929,タキシテ,モフ,27,大阪府,1989/6/16,32,2,22200,2021/2/2
T1868045,ミワオ,ネカシ,28,兵庫県,1956/8/29,65,1,51800,2021/2/4
N1868164,セヘ,ユヘタ,39,高知県,1924/9/15,97,1,83000,2020/6/27
G1868286,コエコ,ユコマ,25,滋賀県,1923/4/29,98,1,68400,2020/11/19
O1868364,ヨモツ,スキユ,35,山口県,1943/7/28,78,1,15500,2020/7/15
Z1868476,モヌウセ,エタ,43,熊本県,1965/7/25,56,2,21500,2019/3/11
P1868518,ササナ,ソテツ,24,三重県,1963/6/7,58,1,1890,2019/10/14
J1868696,サツイ,フヒケヨ,22,静岡県,1935/6/10,86,2,46251,2021/8/26
Q1868765,フユテ,ナオキチ,2,青森県,1968/6/27,53,1,63900,2020/6/18
G1868847,ソアマウ,ユカ,12,千葉県,1948/10/24,73,1,45500,2020/1/23
Z1868989,サヒ,エワヘ,42,長崎県,1968/6/25,53,2,26900,2021/7/17
V1869012,セニケ,タニカ,46,鹿児島県,1972/7/16,49,1,51500,2021/7/7
Y1869113,ツケ,アヘイツ,38,愛媛県,1997/3/7,24,1,29200,2020/6/8
A1869227,ヘトム,ムキウ,36,徳島県,1976/2/12,45,2,40300,2021/2/10
Z1869384,サケサウ,ユキンン,18,福井県,1975/2/7,46,1,77037,2021/7/2
Z1869464,ヲサコ,ンノコ,10,群馬県,1990/5/17,31,2,25700,2021/1/27
S1869596,イコウ,コナカソ,26,京都府,2000/10/2,21,2,20200,2020/11/15
K1869633,ミヤイヤ,ハタ,39,高知県,1955/8/5,66,2,75800,2021/1/12
P1869732,ミソコ,サホ,28,兵庫県,2005/12/11,15,2,38700,2021/5/5
A1869868,イシ,ハメエマ,21,岐阜県,1923/7/21,98,2,30260,2019/11/30
E1869996,マユ,アエオメ,41,佐賀県,1935/1/14,86,1,40100,2020/12/11
C1870030,ナノツソ,ンン,9,栃木県,1967/5/22,54,1,46300,2021/7/21
K1870186,ミシ,ワワテ,7,福島県,1988/2/7,33,2,8200,2019/3/28
F1870272,コネチ,ホヒネ,31,鳥取県,1927/12/8,93,1,30300,2021/7/19
X1870353,ワム,ヘシ,23,愛知県,1941/7/27,80,2,25385,2021/6/18
B1870458,テマ,シコ,13,東京都,1947/7/19,74,1,25400,2021/8/19
W1870520,ナニオ,エツア,19,山梨県,1929/11/26,91,1,20100,2021/8/10
L1870652,ンソケン,カヤユ,46,鹿児島県,1992/10/1,29,1,68800,2020/3/31
N1870724,クカヨ,コトケヤ,40,福岡県,1966/9/28,55,2,56311,2021/1/13
T1870855,ワマ,シクハマ,39,高知県,1989/6/22,32,1,84000,2021/9/25
S1870990,キヒ,マカサハ,23,愛知県,1977/7/25,44,1,41270,2020/10/27
K1871065,ヤミ,ソフ,34,広島県,1956/4/16,65,2,63700,2021/10/15
C1871177,エワ,エキ,24,三重県,1979/10/10,42,1,24000,2021/4/9
X1871229,ムヒクウ,ムイモ,2,青森県,1990/8/8,31,2,17727,2021/3/30
S1871376,ソンメ,ヲフハ,3,岩手県,1935/11/19,85,1,21900,2020/2/25
U1871484,ヤノマ,ケヤホ,20,長野県,1991/11/29,29,2,43718,2021/5/13
S1871569,ナヤ,イヨミ,33,岡山県,1980/9/28,41,1,46141,2020/5/18
P1871642,ノミエ,メユフエ,40,福岡県,1974/3/10,47,2,9336,2021/9/11
W1871779,スンムウ,ヘホユ,39,高知県,1924/6/2,97,2,15768,2021/1/29
N1871837,ケカツ,コワヨ,29,奈良県,1967/3/10,54,2,7700,2021/3/8
S1871934,ミミ,ツト,46,鹿児島県,1999/3/23,22,1,49900,2021/10/1
I1872085,ツホ,ミミ,29,奈良県,1939/12/21,81,2,36600,2021/6/8
Z1872181,ヲスノ,フアハ,15,新潟県,1993/9/8,28,1,51028,2020/12/24
N1872235,テエワニ,マオコ,33,岡山県,1976/4/24,45,1,18166,2020/7/11
Z1872369,メナテ,ホモ,37,香川県,1954/10/9,67,1,30700,2020/7/15
Y1872457,アヘ,オワマソ,42,長崎県,1966/11/12,54,1,22000,2021/3/20
Z1872524,エサカヒ,チノ,7,福島県,1992/9/8,29,2,29759,2019/12/31
D1872610,マネテネ,ムウン,38,愛媛県,1972/7/26,49,1,55400,2021/1/20
